event_id,method_name,target_linked,n_hidden_frames,n_hidden_frames_alive,hidden_frame_coverage,fully_bridged,n_hidden_frames_with_gt,mean_center_error_px,mean_iou,recovery_status,recovery_latency_frames,event_source,duration,coverage
325cef68_track27_controlled_visual_d5_c0.5,static_memory,False,5,0,,,0,,,n/a,,controlled_visual,5,0.5
325cef68_track27_controlled_visual_d5_c0.5,sort,True,5,3,0.6,False,3,18.922541638629998,0.45201341739924894,new_id,0.0,controlled_visual,5,0.5
325cef68_track27_controlled_visual_d5_c0.5,bytetrack,True,5,5,1.0,True,5,17.828648572355767,0.50663867089176,same_id,0.0,controlled_visual,5,0.5
325cef68_track27_controlled_visual_d5_c0.5,oatm_mvp,True,5,5,1.0,True,5,18.36111471389284,0.49815934977797405,same_id,0.0,controlled_visual,5,0.5
325cef68_track27_controlled_visual_d5_c1.0,yolo_only,False,5,0,,,0,,,n/a,,controlled_visual,5,1.0
325cef68_track27_controlled_visual_d5_c1.0,static_memory,False,5,0,,,0,,,n/a,,controlled_visual,5,1.0
325cef68_track27_controlled_visual_d5_c1.0,sort,True,5,3,0.6,False,3,18.922541638629998,0.45201341739924894,new_id,0.0,controlled_visual,5,1.0
325cef68_track27_controlled_visual_d5_c1.0,bytetrack,True,5,5,1.0,True,5,17.828648572355767,0.50663867089176,new_id,0.0,controlled_visual,5,1.0
325cef68_track27_controlled_visual_d5_c1.0,oatm_mvp,True,5,5,1.0,True,5,18.36111471389284,0.49815934977797405,same_id,0.0,controlled_visual,5,1.0
de7d80a1_track8_controlled_visual_d2_c0.5,yolo_only,True,2,0,0.0,False,0,,,detected,0.0,controlled_visual,2,0.5
de7d80a1_track8_controlled_visual_d2_c0.5,static_memory,True,2,2,1.0,True,2,4.126760678112921,0.8128091019767643,same_id,0.0,controlled_visual,2,0.5
de7d80a1_track8_controlled_visual_d2_c0.5,sort,True,2,2,1.0,True,2,1.258058260028217,0.7973058349855595,same_id,0.0,controlled_visual,2,0.5
de7d80a1_track8_controlled_visual_d2_c0.5,bytetrack,True,2,2,1.0,True,2,1.1216619721607979,0.7827244636778787,same_id,0.0,controlled_visual,2,0.5
de7d80a1_track8_controlled_visual_d2_c0.5,oatm_mvp,True,2,2,1.0,True,2,1.1216619721607979,0.7827244636778787,same_id,0.0,controlled_visual,2,0.5
de7d80a1_track8_controlled_visual_d2_c1.0,yolo_only,True,2,0,0.0,False,0,,,detected,0.0,controlled_visual,2,1.0
de7d80a1_track8_controlled_visual_d2_c1.0,static_memory,True,2,2,1.0,True,2,4.126760678112921,0.8128091019767643,same_id,0.0,controlled_visual,2,1.0
de7d80a1_track8_controlled_visual_d2_c1.0,sort,True,2,2,1.0,True,2,1.258058260028217,0.7973058349855595,same_id,0.0,controlled_visual,2,1.0
de7d80a1_track8_controlled_visual_d2_c1.0,bytetrack,True,2,2,1.0,True,2,1.258058260028217,0.7973058349855595,same_id,0.0,controlled_visual,2,1.0
de7d80a1_track8_controlled_visual_d2_c1.0,oatm_mvp,True,2,2,1.0,True,2,1.258058260028217,0.7973058349855595,same_id,0.0,controlled_visual,2,1.0
de7d80a1_track8_controlled_visual_d5_c0.5,yolo_only,True,5,3,0.6,False,3,1.1291961392038656,0.7975167581398029,detected,0.0,controlled_visual,5,0.5
de7d80a1_track8_controlled_visual_d5_c0.5,static_memory,True,5,5,1.0,True,5,3.0331969523158437,0.7579314321024556,same_id,0.0,controlled_visual,5,0.5
de7d80a1_track8_controlled_visual_d5_c0.5,sort,True,5,5,1.0,True,5,3.201448503161326,0.7324467788990784,same_id,0.0,controlled_visual,5,0.5
de7d80a1_track8_controlled_visual_d5_c0.5,bytetrack,True,5,5,1.0,True,5,2.610465100387597,0.7483291087795274,same_id,0.0,controlled_visual,5,0.5
de7d80a1_track8_controlled_visual_d5_c0.5,oatm_mvp,True,5,5,1.0,True,5,2.610465100387597,0.7483291087795274,same_id,0.0,controlled_visual,5,0.5
de7d80a1_track8_controlled_visual_d5_c1.0,yolo_only,True,5,0,0.0,False,0,,,detected,0.0,controlled_visual,5,1.0
de7d80a1_track8_controlled_visual_d5_c1.0,static_memory,True,5,5,1.0,True,5,10.38856861484813,0.6526433008919372,new_id,0.0,controlled_visual,5,1.0
de7d80a1_track8_controlled_visual_d5_c1.0,sort,True,5,5,1.0,True,5,4.367012486305084,0.715812039014145,same_id,0.0,controlled_visual,5,1.0
de7d80a1_track8_controlled_visual_d5_c1.0,bytetrack,True,5,5,1.0,True,5,4.367012486305084,0.715812039014145,same_id,0.0,controlled_visual,5,1.0
de7d80a1_track8_controlled_visual_d5_c1.0,oatm_mvp,True,5,1,0.2,False,1,2.164976013494808,0.8508838010703883,new_id,0.0,controlled_visual,5,1.0
cc8c0bf5_track2_controlled_visual_d2_c0.5,yolo_only,False,2,0,,,0,,,n/a,,controlled_visual,2,0.5
cc8c0bf5_track2_controlled_visual_d2_c0.5,static_memory,True,2,2,1.0,True,2,3.3579101745734095,0.8159917031047876,same_id,0.0,controlled_visual,2,0.5
cc8c0bf5_track2_controlled_visual_d2_c0.5,sort,True,2,2,1.0,True,2,1.1003736308980834,0.8077761128060859,same_id,0.0,controlled_visual,2,0.5
cc8c0bf5_track2_controlled_visual_d2_c0.5,bytetrack,True,2,2,1.0,True,2,1.8577287469478092,0.8107037092391576,same_id,0.0,controlled_visual,2,0.5
cc8c0bf5_track2_controlled_visual_d2_c0.5,oatm_mvp,True,2,2,1.0,True,2,1.8577287469478092,0.8107037092391576,same_id,0.0,controlled_visual,2,0.5
cc8c0bf5_track2_controlled_visual_d2_c1.0,yolo_only,False,2,0,,,0,,,n/a,,controlled_visual,2,1.0
cc8c0bf5_track2_controlled_visual_d2_c1.0,static_memory,True,2,2,1.0,True,2,6.5847252579417175,0.6949996514519341,same_id,0.0,controlled_visual,2,1.0
cc8c0bf5_track2_controlled_visual_d2_c1.0,sort,True,2,2,1.0,True,2,0.8714962639967763,0.769587537826884,same_id,0.0,controlled_visual,2,1.0
cc8c0bf5_track2_controlled_visual_d2_c1.0,bytetrack,True,2,2,1.0,True,2,2.011126932509585,0.732917605321727,same_id,0.0,controlled_visual,2,1.0
cc8c0bf5_track2_controlled_visual_d2_c1.0,oatm_mvp,True,2,2,1.0,True,2,2.011126932509585,0.732917605321727,same_id,0.0,controlled_visual,2,1.0
cc8c0bf5_track2_controlled_visual_d5_c0.5,yolo_only,True,5,0,0.0,False,0,,,detected,1.0,controlled_visual,5,0.5
cc8c0bf5_track2_controlled_visual_d5_c0.5,static_memory,True,5,5,1.0,True,5,8.848983331260712,0.6573706434644047,new_id,2.0,controlled_visual,5,0.5
cc8c0bf5_track2_controlled_visual_d5_c0.5,sort,True,5,5,1.0,True,5,1.377303908205368,0.7990828516722394,new_id,2.0,controlled_visual,5,0.5
cc8c0bf5_track2_controlled_visual_d5_c0.5,bytetrack,True,5,5,1.0,True,5,1.3770400002623857,0.8605326331300697,same_id,0.0,controlled_visual,5,0.5
cc8c0bf5_track2_controlled_visual_d5_c0.5,oatm_mvp,True,5,5,1.0,True,5,1.3770400002623857,0.8605326331300697,same_id,0.0,controlled_visual,5,0.5
cc8c0bf5_track2_controlled_visual_d5_c1.0,yolo_only,True,5,0,0.0,False,0,,,detected,1.0,controlled_visual,5,1.0
cc8c0bf5_track2_controlled_visual_d5_c1.0,static_memory,True,5,5,1.0,True,5,8.848983331260712,0.6573706434644047,new_id,2.0,controlled_visual,5,1.0
cc8c0bf5_track2_controlled_visual_d5_c1.0,sort,True,5,5,1.0,True,5,1.377303908205368,0.7990828516722394,new_id,2.0,controlled_visual,5,1.0
cc8c0bf5_track2_controlled_visual_d5_c1.0,bytetrack,True,5,5,1.0,True,5,2.1956676175933554,0.8585326890332949,same_id,0.0,controlled_visual,5,1.0
cc8c0bf5_track2_controlled_visual_d5_c1.0,oatm_mvp,True,5,5,1.0,True,5,2.1956676175933554,0.8585326890332949,same_id,0.0,controlled_visual,5,1.0
c5224b9b_track18_controlled_visual_d2_c0.5,yolo_only,False,2,0,,,0,,,n/a,,controlled_visual,2,0.5
c5224b9b_track18_controlled_visual_d2_c0.5,static_memory,False,2,0,,,0,,,n/a,,controlled_visual,2,0.5
c5224b9b_track18_controlled_visual_d2_c0.5,sort,False,2,0,,,0,,,n/a,,controlled_visual,2,0.5
c5224b9b_track18_controlled_visual_d2_c0.5,bytetrack,True,2,2,1.0,True,2,2.7778574426028957,0.8506232348584476,same_id,0.0,controlled_visual,2,0.5
c5224b9b_track18_controlled_visual_d2_c0.5,oatm_mvp,True,2,2,1.0,True,2,2.7778574426028957,0.8506232348584476,same_id,0.0,controlled_visual,2,0.5
c5224b9b_track18_controlled_visual_d2_c1.0,yolo_only,False,2,0,,,0,,,n/a,,controlled_visual,2,1.0
c5224b9b_track18_controlled_visual_d2_c1.0,static_memory,False,2,0,,,0,,,n/a,,controlled_visual,2,1.0
c5224b9b_track18_controlled_visual_d2_c1.0,sort,False,2,0,,,0,,,n/a,,controlled_visual,2,1.0
c5224b9b_track18_controlled_visual_d2_c1.0,bytetrack,True,2,2,1.0,True,2,2.7778574426028957,0.8506232348584476,same_id,0.0,controlled_visual,2,1.0
c5224b9b_track18_controlled_visual_d2_c1.0,oatm_mvp,True,2,1,0.5,False,1,1.7886397037347883,0.8835409857276627,not_recovered,,controlled_visual,2,1.0
c5224b9b_track18_controlled_visual_d5_c0.5,yolo_only,False,5,0,,,0,,,n/a,,controlled_visual,5,0.5
c5224b9b_track18_controlled_visual_d5_c0.5,static_memory,False,5,0,,,0,,,n/a,,controlled_visual,5,0.5
c5224b9b_track18_controlled_visual_d5_c0.5,sort,False,5,0,,,0,,,n/a,,controlled_visual,5,0.5
c5224b9b_track18_controlled_visual_d5_c0.5,bytetrack,True,5,5,1.0,True,5,3.4688094447671554,0.8297755404850706,same_id,0.0,controlled_visual,5,0.5
c5224b9b_track18_controlled_visual_d5_c0.5,oatm_mvp,True,5,4,0.8,False,4,2.945319879197264,0.8506198344299765,not_recovered,,controlled_visual,5,0.5
c5224b9b_track18_controlled_visual_d5_c1.0,yolo_only,False,5,0,,,0,,,n/a,,controlled_visual,5,1.0
c5224b9b_track18_controlled_visual_d5_c1.0,static_memory,False,5,0,,,0,,,n/a,,controlled_visual,5,1.0
c5224b9b_track18_controlled_visual_d5_c1.0,sort,False,5,0,,,0,,,n/a,,controlled_visual,5,1.0
c5224b9b_track18_controlled_visual_d5_c1.0,bytetrack,True,5,5,1.0,True,5,4.806078375756197,0.7747840413956032,same_id,0.0,controlled_visual,5,1.0
c5224b9b_track18_controlled_visual_d5_c1.0,oatm_mvp,True,5,5,1.0,True,5,4.806078375756197,0.7747840413956032,same_id,0.0,controlled_visual,5,1.0
6f83169d_track21_controlled_visual_d2_c0.5,yolo_only,True,2,0,0.0,False,0,,,detected,0.0,controlled_visual,2,0.5
6f83169d_track21_controlled_visual_d2_c0.5,static_memory,True,2,2,1.0,True,2,1.6479341670808734,0.945633261640082,same_id,0.0,controlled_visual,2,0.5
6f83169d_track21_controlled_visual_d2_c0.5,sort,True,2,2,1.0,True,2,4.2062444794847815,0.8419321605674308,same_id,0.0,controlled_visual,2,0.5
6f83169d_track21_controlled_visual_d2_c0.5,bytetrack,True,2,2,1.0,True,2,4.156171439693743,0.8544441682370268,same_id,0.0,controlled_visual,2,0.5
6f83169d_track21_controlled_visual_d2_c0.5,oatm_mvp,True,2,2,1.0,True,2,4.156171439693743,0.8544441682370268,same_id,0.0,controlled_visual,2,0.5
6f83169d_track21_controlled_visual_d2_c1.0,yolo_only,True,2,0,0.0,False,0,,,detected,0.0,controlled_visual,2,1.0
6f83169d_track21_controlled_visual_d2_c1.0,static_memory,True,2,2,1.0,True,2,1.6479341670808734,0.945633261640082,same_id,0.0,controlled_visual,2,1.0
6f83169d_track21_controlled_visual_d2_c1.0,sort,True,2,2,1.0,True,2,4.2062444794847815,0.8419321605674308,same_id,0.0,controlled_visual,2,1.0
6f83169d_track21_controlled_visual_d2_c1.0,bytetrack,True,2,2,1.0,True,2,4.156171439693743,0.8544441682370268,same_id,0.0,controlled_visual,2,1.0
6f83169d_track21_controlled_visual_d2_c1.0,oatm_mvp,True,2,2,1.0,True,2,4.156171439693743,0.8544441682370268,same_id,0.0,controlled_visual,2,1.0
6f83169d_track21_controlled_visual_d5_c0.5,yolo_only,True,5,0,0.0,False,0,,,detected,5.0,controlled_visual,5,0.5
6f83169d_track21_controlled_visual_d5_c0.5,static_memory,True,5,5,1.0,True,5,5.736471142410837,0.8338941263186456,new_id,6.0,controlled_visual,5,0.5
6f83169d_track21_controlled_visual_d5_c0.5,sort,True,5,5,1.0,True,5,9.70539165363319,0.7329327109603009,new_id,6.0,controlled_visual,5,0.5
6f83169d_track21_controlled_visual_d5_c0.5,bytetrack,True,5,5,1.0,True,5,9.600177500808654,0.7460023496245085,new_id,6.0,controlled_visual,5,0.5
6f83169d_track21_controlled_visual_d5_c0.5,oatm_mvp,True,5,4,0.8,False,4,6.505846657436599,0.8103317040772829,new_id,6.0,controlled_visual,5,0.5
6f83169d_track21_controlled_visual_d5_c1.0,yolo_only,True,5,0,0.0,False,0,,,detected,5.0,controlled_visual,5,1.0
6f83169d_track21_controlled_visual_d5_c1.0,static_memory,True,5,5,1.0,True,5,5.736471142410837,0.8338941263186456,new_id,6.0,controlled_visual,5,1.0
6f83169d_track21_controlled_visual_d5_c1.0,sort,True,5,5,1.0,True,5,9.70539165363319,0.7329327109603009,new_id,6.0,controlled_visual,5,1.0
6f83169d_track21_controlled_visual_d5_c1.0,bytetrack,True,5,5,1.0,True,5,9.600177500808654,0.7460023496245085,new_id,6.0,controlled_visual,5,1.0
6f83169d_track21_controlled_visual_d5_c1.0,oatm_mvp,True,5,1,0.2,False,1,1.3403605019597615,0.9142564916567993,new_id,6.0,controlled_visual,5,1.0
