event_id,method_name,target_linked,n_hidden_frames,n_hidden_frames_alive,hidden_frame_coverage,fully_bridged,n_hidden_frames_with_gt,mean_center_error_px,mean_iou,recovery_status,recovery_latency_frames,event_source,duration,coverage
fcbccedd_045cd82a,oatm_mvp,True,12,12,1.0,True,3,18.717613332150446,0.543784071203269,same_id,5.0,natural,,
6f83169d_track11_detector_intervention_d2_c0.5,yolo_only,False,2,0,,,0,,,n/a,,detector_intervention,2,0.5
6f83169d_track11_detector_intervention_d2_c0.5,static_memory,True,2,2,1.0,True,2,3.234578617934684,0.8490717313935376,new_id,5.0,detector_intervention,2,0.5
6f83169d_track11_detector_intervention_d2_c0.5,sort,True,2,2,1.0,True,2,2.092210809297731,0.8532703134124028,new_id,5.0,detector_intervention,2,0.5
6f83169d_track11_detector_intervention_d2_c0.5,bytetrack,True,2,2,1.0,True,2,0.9313224217343814,0.9345649091247673,same_id,4.0,detector_intervention,2,0.5
6f83169d_track11_detector_intervention_d2_c0.5,oatm_mvp,True,2,2,1.0,True,2,0.9313224217343814,0.9345649091247673,new_id,5.0,detector_intervention,2,0.5
6f83169d_track11_detector_intervention_d2_c1.0,yolo_only,False,2,0,,,0,,,n/a,,detector_intervention,2,1.0
6f83169d_track11_detector_intervention_d2_c1.0,static_memory,True,2,2,1.0,True,2,3.234578617934684,0.8490717313935376,new_id,5.0,detector_intervention,2,1.0
6f83169d_track11_detector_intervention_d2_c1.0,sort,True,2,2,1.0,True,2,2.092210809297731,0.8532703134124028,new_id,5.0,detector_intervention,2,1.0
6f83169d_track11_detector_intervention_d2_c1.0,bytetrack,True,2,2,1.0,True,2,1.9348322109682803,0.8758399339847256,new_id,5.0,detector_intervention,2,1.0
6f83169d_track11_detector_intervention_d2_c1.0,oatm_mvp,True,2,2,1.0,True,2,1.9348322109682803,0.8758399339847256,same_id,4.0,detector_intervention,2,1.0
6f83169d_track11_detector_intervention_d5_c0.5,yolo_only,True,5,0,0.0,False,0,,,detected,0.0,detector_intervention,5,0.5
6f83169d_track11_detector_intervention_d5_c0.5,static_memory,True,5,3,0.6,False,3,2.5904876278524687,0.8723434108705744,not_recovered,,detector_intervention,5,0.5
6f83169d_track11_detector_intervention_d5_c0.5,sort,True,5,3,0.6,False,3,1.4755966197933514,0.8796842235345169,not_recovered,,detector_intervention,5,0.5
6f83169d_track11_detector_intervention_d5_c0.5,bytetrack,True,5,5,1.0,True,5,0.6190763486477058,0.9524454634530011,same_id,0.0,detector_intervention,5,0.5
6f83169d_track11_detector_intervention_d5_c0.5,oatm_mvp,True,5,3,0.6,False,3,0.6557508594624422,0.9450632586453521,not_recovered,,detector_intervention,5,0.5
6f83169d_track11_detector_intervention_d5_c1.0,yolo_only,True,5,0,0.0,False,0,,,detected,0.0,detector_intervention,5,1.0
6f83169d_track11_detector_intervention_d5_c1.0,static_memory,True,5,3,0.6,False,3,2.5904876278524687,0.8723434108705744,not_recovered,,detector_intervention,5,1.0
6f83169d_track11_detector_intervention_d5_c1.0,sort,True,5,3,0.6,False,3,1.4755966197933514,0.8796842235345169,not_recovered,,detector_intervention,5,1.0
6f83169d_track11_detector_intervention_d5_c1.0,bytetrack,True,5,3,0.6,False,3,1.2022509309613525,0.9160160147357667,not_recovered,,detector_intervention,5,1.0
6f83169d_track11_detector_intervention_d5_c1.0,oatm_mvp,True,5,5,1.0,True,5,1.1960073482843445,0.9044081370762347,same_id,0.0,detector_intervention,5,1.0
325cef68_track27_detector_intervention_d2_c0.5,yolo_only,True,2,0,0.0,False,0,,,detected,0.0,detector_intervention,2,0.5
325cef68_track27_detector_intervention_d2_c0.5,static_memory,True,2,2,1.0,True,2,33.537941221941765,0.2459500249771471,new_id,0.0,detector_intervention,2,0.5
