clip,track_id,gap_length,frame_offset_in_gap,variant,center_error_px,iou
clip_sample_001,101,5,2,sort_zero_velocity,5.7674901590804195,0.7683112317835723
clip_sample_001,101,5,3,static_memory,5.2165222756411245,0.7889718625344424
clip_sample_001,101,5,3,sort_with_motion,4.03348652216014,0.7943266124070457
clip_sample_001,101,5,3,sort_zero_velocity,7.047773371329467,0.7240946344435816
clip_sample_001,101,5,4,static_memory,5.603681657845562,0.7807703105819095
clip_sample_001,101,5,4,sort_with_motion,4.139214076513571,0.8033893225882525
clip_sample_001,101,5,4,sort_zero_velocity,7.307534123239948,0.7271404373169934
clip_sample_001,107,1,0,static_memory,4.2908415836952,0.9397613867461193
clip_sample_001,107,1,0,sort_with_motion,3.5157332061049873,0.8905972343460967
clip_sample_001,107,1,0,sort_zero_velocity,5.521144783547759,0.8990464042462754
clip_sample_001,107,2,0,static_memory,3.772962625894731,0.9477499171392684
clip_sample_001,107,2,0,sort_with_motion,4.102999591233698,0.885511660576627
clip_sample_001,107,2,0,sort_zero_velocity,5.645242140938083,0.9026974967658659
clip_sample_001,107,2,1,static_memory,8.060242888615665,0.8969362702642004
clip_sample_001,107,2,1,sort_with_motion,6.7910043156154964,0.8340002476881943
clip_sample_001,107,2,1,sort_zero_velocity,9.927633657948254,0.8670131818564623
clip_sample_001,107,3,0,static_memory,3.772962625894731,0.9477499171392684
clip_sample_001,107,3,0,sort_with_motion,4.102999591233698,0.885511660576627
clip_sample_001,107,3,0,sort_zero_velocity,5.645242140938083,0.9026974967658659
clip_sample_001,107,3,1,static_memory,8.060242888615665,0.8969362702642004
clip_sample_001,107,3,1,sort_with_motion,6.7910043156154964,0.8340002476881943
clip_sample_001,107,3,1,sort_zero_velocity,9.927633657948254,0.8670131818564623
clip_sample_001,107,3,2,static_memory,13.339188890792396,0.8344325720214173
clip_sample_001,107,3,2,sort_with_motion,10.308784535775086,0.7881674715304231
clip_sample_001,107,3,2,sort_zero_velocity,15.187471660894719,0.808193895020551
clip_sample_001,107,5,0,static_memory,5.105361004186428,0.9408427194215021
clip_sample_001,107,5,0,sort_with_motion,6.557879063678642,0.8493715864134863
clip_sample_001,107,5,0,sort_zero_velocity,7.18451264929599,0.8802941412999782
clip_sample_001,107,5,1,static_memory,8.860182316360529,0.892347934487988
clip_sample_001,107,5,1,sort_with_motion,9.532510506445941,0.8028987681384624
clip_sample_001,107,5,1,sort_zero_velocity,10.902296746558454,0.8635688410927591
clip_sample_001,107,5,2,static_memory,13.150706248203644,0.8450983130161078
clip_sample_001,107,5,2,sort_with_motion,13.077092926338722,0.7420237029285921
clip_sample_001,107,5,2,sort_zero_velocity,15.183504536269176,0.8115082081444882
clip_sample_001,107,5,3,static_memory,18.421520066485893,0.7867333247029161
clip_sample_001,107,5,3,sort_with_motion,17.439536306566254,0.6873140988464985
clip_sample_001,107,5,3,sort_zero_velocity,20.43618139062712,0.7551715076206621
clip_sample_001,107,5,4,static_memory,22.872963971875077,0.7441908346614572
clip_sample_001,107,5,4,sort_with_motion,21.11299452435239,0.6381286361453614
clip_sample_001,107,5,4,sort_zero_velocity,24.884536060664505,0.7106190262998366
clip_sample_003,273,1,0,static_memory,48.635045551592064,0.7624030742755787
clip_sample_003,273,1,0,sort_with_motion,4.151993122527733,0.9759552950251617
clip_sample_003,273,1,0,sort_zero_velocity,47.23241549352828,0.7683186872636656
clip_sample_003,273,2,0,static_memory,34.803559912065936,0.816856211499309
clip_sample_003,273,2,0,sort_with_motion,4.489510923355163,0.9726429140213736
clip_sample_003,273,2,0,sort_zero_velocity,39.132608213878775,0.7973655035013517
clip_sample_003,273,2,1,static_memory,83.43393949099102,0.6220877425604433
clip_sample_003,273,2,1,sort_with_motion,0.5758151178164324,0.968313981671935
clip_sample_003,273,2,1,sort_zero_velocity,87.7628703260244,0.6073809601825483
clip_sample_003,273,3,0,static_memory,34.803559912065936,0.816856211499309
clip_sample_003,273,3,0,sort_with_motion,4.489510923355163,0.9726429140213736
clip_sample_003,273,3,0,sort_zero_velocity,39.132608213878775,0.7973655035013517
clip_sample_003,273,3,1,static_memory,83.43393949099102,0.6220877425604433
clip_sample_003,273,3,1,sort_with_motion,0.5758151178164324,0.968313981671935
clip_sample_003,273,3,1,sort_zero_velocity,87.7628703260244,0.6073809601825483
clip_sample_003,273,3,2,static_memory,133.49043739413875,0.4623089311053386
clip_sample_003,273,3,2,sort_with_motion,7.043741398630793,0.9571566988682867
clip_sample_003,273,3,2,sort_zero_velocity,137.8194308701117,0.4512125040746582
clip_sample_003,273,5,0,static_memory,54.56686121997225,0.7356254470820219
clip_sample_003,273,5,0,sort_with_motion,14.303875625954785,0.9201199095209723
clip_sample_003,273,5,0,sort_zero_velocity,56.02926582742139,0.729454591378439
clip_sample_003,273,5,1,static_memory,89.36864816309274,0.5986600972286544
clip_sample_003,273,5,1,sort_with_motion,7.400695830446043,0.9516866129715733
clip_sample_003,273,5,1,sort_zero_velocity,90.83160880109256,0.5941333409760058
clip_sample_003,273,5,2,static_memory,138.00079785596233,0.4484481678637649
clip_sample_003,273,5,2,sort_with_motion,14.286538770039533,0.9198410333866102
clip_sample_003,273,5,2,sort_zero_velocity,139.46314770241437,0.4454938479635587
clip_sample_003,273,5,3,static_memory,188.05717636510923,0.32355059965165506
clip_sample_003,273,5,3,sort_with_motion,22.620632958667375,0.8764217655805692
clip_sample_003,273,5,3,sort_zero_velocity,189.51970206328807,0.3217706947896285
clip_sample_003,273,5,4,static_memory,225.9003518902017,0.24201452411659916
clip_sample_003,273,5,4,sort_with_motion,18.760576995733313,0.8888270929372839
clip_sample_003,273,5,4,sort_zero_velocity,227.3631461182887,0.2408712865027553
clip_sample_006,430,1,0,static_memory,52.1959045473582,0.7077106186280681
clip_sample_006,430,1,0,sort_with_motion,12.027641398769124,0.875099762682353
clip_sample_006,430,1,0,sort_zero_velocity,53.995319966392124,0.6791123627580264
clip_sample_006,430,2,0,static_memory,52.1959045473582,0.7077106186280681
clip_sample_006,430,2,0,sort_with_motion,12.027641398769124,0.875099762682353
clip_sample_006,430,2,0,sort_zero_velocity,53.995319966392124,0.6791123627580264
clip_sample_006,430,2,1,static_memory,83.89954400343471,0.5692999520063554
clip_sample_006,430,2,1,sort_with_motion,1.7637215940303927,0.888513852089026
clip_sample_006,430,2,1,sort_zero_velocity,85.6990001849721,0.5454320365036436
clip_sample_006,430,3,0,static_memory,47.2076616903148,0.7341083931343022
clip_sample_006,430,3,0,sort_with_motion,6.293745709191833,0.8944237760951194
clip_sample_006,430,3,0,sort_zero_velocity,47.26405845823434,0.7041772589244022
clip_sample_006,430,3,1,static_memory,99.40324635833475,0.5134430839005973
clip_sample_006,430,3,1,sort_with_motion,17.518133073915163,0.818081629912613
clip_sample_006,430,3,1,sort_zero_velocity,99.45975570534762,0.4969527417642061
clip_sample_006,430,3,2,static_memory,131.10702638745988,0.4037810572871276
clip_sample_006,430,3,2,sort_with_motion,8.251103325005372,0.8320803240748204
clip_sample_006,430,3,2,sort_zero_velocity,131.1635114606176,0.39079716500335276
clip_sample_006,430,5,0,static_memory,35.78081373401562,0.7860681426263574
clip_sample_006,430,5,0,sort_with_motion,0.2817881240597349,0.8910572152094068
clip_sample_006,430,5,0,sort_zero_velocity,41.14410844290304,0.7275259499171758
clip_sample_006,430,5,1,static_memory,82.98834879291557,0.5735081700820489
clip_sample_006,430,5,1,sort_with_motion,6.498489876503936,0.8415903322908966
clip_sample_006,430,5,1,sort_zero_velocity,88.35133509345634,0.5321841966385195
clip_sample_006,430,5,2,static_memory,135.18405036555032,0.39310936828067533
clip_sample_006,430,5,2,sort_with_motion,17.768632865729643,0.7752919712694046
clip_sample_006,430,5,2,sort_zero_velocity,140.5471637647947,0.36439896057718574
clip_sample_006,430,5,3,static_memory,166.8878155341567,0.2995021374889225
clip_sample_006,430,5,3,sort_with_motion,8.546667177661469,0.7520198700047415
clip_sample_006,430,5,3,sort_zero_velocity,172.25087337390804,0.2765021871058323
clip_sample_006,430,5,4,static_memory,210.2779863853729,0.19218713934281584
clip_sample_006,430,5,4,sort_with_motion,11.010452117822833,0.7112184377110987
clip_sample_006,430,5,4,sort_zero_velocity,215.64104661764298,0.17516576203765666
